"file","id","study_type","type","authors","title","source","year","vl","no","pg","country","identifiers"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","David S, Crawford AM, Breier A","Prolactin levels in olanzapine versus typical and atypical antipsychotics","European Neuropsychopharmacology","1998","8","Suppl 2","S229","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","David S, Crawford AM, Breier A","Prolactin levels in olanzapine versus typical and atypical antipsychotics","Schizophrenia Research","1998","29","1-2","153","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","David SR, Meehan KM, Sutton VK, Taylor CC","Treatment of negative symptoms with olanzapine in comparison with other novel antipsychotic agents","Journal of the European College of Neuropsychopharmacology","1999","9","","S292","","[{'value': 'Biological Abstracts 200000357652', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","David SR, Taylor CC, Kinon BJ, Breier A","The effects of olanzapine, risperidone, and haloperidol on plasma prolactin levels in patients with Schizophrenia","Clinical Therapeutics","2000","22","9","1085-96","","[{'value': 'Biological Abstracts 00485127', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Edgell ET, Andersen SW, Grainger D, Wang J","Resource use and quality of life of olanzapine compared with risperidone: results from an international randomized clinical trial","XXIst Collegium Internationale Neuro-psychopharmacologicum. Glasgow, Scotland, UK","July 12-16, 1998","","","","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Edgell ET, Andersen SW, Johnstone BM, Dulisse B, Revicki D, Breier A","Olanzapine versus risperidone: a prospective comparison of clinical and economic outcomes in schizophrenia","International Journal of Neuropsychopharmacology, volume 3, supplement 1, July 2000","2000","3","Suppl 1","S92","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Edgell ET, Andersen SW, Johnstone BM, Dulisse B, Revicki D, Breier A","Olanzapine versus risperidone: a prospective comparison of clinical and economic outcomes in schizophrenia","Pharmacoeconomics","2000","18","6","567-79","","[{'value': '21119401', 'type': 'MEDLINE'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Edgell ET, Grainger DL, Andersen SW, Wang J","Resource use and quality of life associated with olanzapine compared with risperidone","151st Annual Meeting of American Psychiatric Association. Toronto, ON, Canada","May 30-June 4, 1998","","","","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Edgell ET, Scott Andersen W, Johnstone BM, Dulisse B, Revicki D, Breier A, Gavart S","Olanzapine versus risperidone: a prospective comparison of clinical and economic outcomes in schizophrenia","European Psychiatry 15(suppll 2) p 408s 2000","2000","15","Suppl 2","408s","","[{'value': '2003135645', 'type': 'MEDLINE'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Feldman PD, Kaiser CJ, Kennedy JS, Sutton VK, Tran PV, Tollefson GD, Zhang F, Breier A","Comparison of risperidone and olanzapine in the control of negative symptoms of chronic schizophrenia and related psychotic disorders in patients aged 50 to 65 years","Journal of Clinical Psychiatry","2003","64","9","998-1004","","[{'value': 'PMID', 'type': 'MEDLINE'}, {'value': 'EMBASE 2003383256', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Glick ID, Berg PH","Time to study discontinuation, relapse, and compliance with atypical or conventional antipsychotics in schizophrenia and related disorders","International Clinical Psychopharmacology","2002","17","2","65-8","","[{'value': 'Biological Abstracts 00485127', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Grainger D, Edgell ET, Andersen SW, Wang J","Resource use and QOL of olanzapine compared with risperidone: results from an international randomized clinical trial","European Neuropsychopharmacology","1998","8","Suppl 2","S225-6","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Grainger D, Edgell ET, Andersen SW, Wang J","Resource use and quality of life of olanzapine compared with risperidone:Results from an international randomized clinical trial","11th Congress of the European College of Neuropsychopharmacology, Paris, France","1998","","","","","[{'value': 'CSG NO. 3342', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Grainger D, Lambert T, Andersen S, Tran P, Gureje O","Olanzapine vs. Risperidone in the management of schizophrenia: a randomised double blind study in Australia and New Zealand","11th World Congress of Psychiatry; 1999 Aug 6-11; Hamburg, Germany","1999","","","152","","[{'value': '11th World Congress of Psychiatry [CD-ROM]: Conifer, Excerpta Medica Medical Communications BV, 1999 PO-08-18', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Kennedy J, Basson B, Tran P, Beasley C, Bymaster F, Breier A","The comparative anti-muscarinic-like adverse event profiles of olanzapine and risperidone treatment in patients with schizophrenia spectrum psychosis","39th Annual Meeting of the New Clinical Drug Evaluation Unit, Boca Raton, FL, USA, June 1-4, 1999","1999","","","89","","[{'value': '0143196', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Kennedy JS, Basson BR, Tran PV, Beasley CM, Bymaster FP, Tollefson GD","The comparative anti-muscarinic-like adverse event profiles of olanzapine and risperidone treatment in patients with schizophrenia spectrum psychosis","APA Annual Meeting, May 15-20, 1999, Washington, DC","1999","","","","","[{'value': 'CSG NO. 4110', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Kinon B, Basson B, Tollefson GD","Gender-specific prolactin response to treatment with olanzapine versus risperidone in schizophrenia","151st Annual Meeting of American Psychiatric Association. Toronto, ON, Canada","May 30-June 4,1998","","","","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Kollack-Walker S, Lipkovich I, Ahmed S","Treatment-emergent eps symptoms during treatment with olanzapine or risperidone","156th Annual Meeting of the American Psychiatric Association; 2003 May 17-22; San Francisco, USA","2003","","","","","[{'value': '[NR562]', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Sutton VK, Street JS, Kennedy JS, Feldman PD, Breier A","Superiority of olanzapine over risperidone in the control of negative symptoms of schizophrenia and related psychotic disorders in older patients","European Neuropsychopharmacology (Abstracts of the 14th Congress of the European College of Neuropsychopharmacology; 2001 Oct 13-17; Istanbul, Turkey)","2001","","3","276","","[{'value': '14th Congress of the European College of Neuropsychopharmacology [Congress Information System]: Conifer, Excerpta Medica Medical Communications BV, 2001 P2079#', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Thomas A, Grainger D, Andersen S, Tollefson G","Olanzapine versus risperidone in the treatment of schizophrenia and related psychotic disorders","Schizophrenia Research","1998","29","1,2","147","","[{'value': '97313564', 'type': 'MEDLINE'}, {'value': 'PsycINFO 1997-06350-009; PMID 9169965', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Tollefson GD, Andersen SW ,Tran PV","The cause of depressive symptoms in predicting relapse in schizophrenia: a double-blind randomized comparison of olanzapine and risperidone","Biological Psychiatry","1999","46","3","365-73","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Tollefson GD, Andersen SW","Should we consider mood disturbance in schizophrenia as an important determinant of quality of life?","Journal of Clinical Psychiatry","1999","60 Suppl 5","","23-9","","[{'value': 'CSG NO. 4273', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Tollefson GD, Tran PV, Hamilton SH, Kuntz A","Olanzapine versus risperidone in the treatment of psychosis. Preliminary report","Schizophrenia Research","1997","24","","191-2","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Tollefson GD, Tran PV, Hamilton SH, Kuntz A","Olanzapine versus risperidone in the treatment of psychosis. Preliminary report.","52nd Annual Convention and Scientific program of the Society of Biological Psychiatry, San Diego, California, USA, May 14-18, 1997","1997","","","","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Tran PV, Basson BR, Kennedy JS, Beasley CM, Bymaster FP, Tollefson GD.","The comparative anti muscarinic like adverse event profiles of olanzapine and risperidone treatment in patients with schizophrenia spectrum psychosis","European Neuropsychopharmacology","1999","9","(suppl 5)","s290-s291","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Tran PV, Hamiliton SH, Kuntz AJ, Tollefson GD","Olanzapine versus risperidone in the treatment of psychosis disorders:a preliminary report","1996 Annual meeting of the American College of Neuropsychopharmacology, Puerto Rico","1996","","","","","[{'value': 'CSG NO. 3685', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Tran PV, Hamilton SH, Kuntz AJ, Potvin JH, Andersen SW, Beasley C Jr, Tollefson GD","Double-blind comparison of olanzapine versus risperidone in the treatment of schizophrenia and other psychotic disorders","Journal of Clinical Psychopharmacology","1997","17","5","407-18","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Tran PV, Tollefson GD, Andersen SW, Kuntz AJ, Hamilton SH","Olanzapine versus risperidone in the treatment of schizophrenia and other psychotic disorders","10th European College of Neuropsychopharmacology Congress. Vienna, Austria","Sep 13-17, 1997","","","","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Tran PV, Tollefson GD, Andersen SW, Kuntz AJ, Hamilton SH","Olanzapine versus risperidone in the treatment of schizophrenia and other psychotic disorders","Schizophrenia Research","1998","29","1-2","205","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Tran PV, Tollefson GD, Hamilton S, Kuntz A","Olanzapine vs. risperidone in the treatment of psychosis","Sixth World Congress of Biological Psychiatry. Nice, France","June 22-27, 1997","","","","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","CONFERENCE_PROC","Tran PV, Tollefson GD, Hamilton S","Olanzapine Versus Risperidone in the Treatment of Schizophrenia and Other Psychotic Disorders","150th Annual Meeting of the American Psychiatric Association, San Diego, California, USA, May 17-21, 1997","1997","","","","","[{'value': 'CSG NO. 2415', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Wirtz HS, Kinon BJ, Zhao Z, Barber BL","Acute response to olanzapine but not to risperidone predicts the likelihood of continued improvement over time in patients with schizophrenia","Schizophrenia Research (Abstracts of the 11th Biennial Winter Workshop on Schizophrenia)","2002","53","3 Suppl.1","181","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Tran-1997-_x0028_HGBG_x0029_","MIX","JOURNAL_ARTICLE","Zhao Z, Kinon BJ, Barber BL, Wirtz HS","Acute response to olanzapine predicts continued improvement in schizophrenia","Schizophrenia Research","2003","60","","308","","[{'value': 'EMBASE: 2003275542', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Bilder RM, Goldman RS, Volavka J, Czobor P, Hoptman M, Sheitman B, Lindenmayer J-P, Citrome L, McEvoy J, Kunz M, Chakos M, Lieberman JA","Neurocognitive effects of clozapine, olanzapine, risperidone, and haloperidol on treatment-resistant patients with schizophrenia and schizoaffective disorder","Schizophrenia Research","2002","53","3 Suppl.1","194","","[{'value': '21569020', 'type': 'MEDLINE'}, {'value': 'PMID 11712620', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Bilder RM, Goldman RS, Volavka J, Czobor P, Hoptman M, Sheitman B, Lindenmayer JP, Citrome L, McEvoy J, Kunz M, Chakos M, Cooper TB, Horowitz TL, Lieberman JA","Neurocognitive effects of clozapine, olanzapine, risperidone, and haloperidol in patients with chronic schizophrenia or schizoaffective disorder","American Journal of Psychiatry","2002","159","6","1018-28","","[{'value': '22037449', 'type': 'MEDLINE'}, {'value': 'CENTRAL CN-00380338', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Bilder RM, Goldman RS, Volavka J, Czobor P, Hoptman M, Sheitman J-PLB, Citrome L, McEvoy J, Kunz M, Chakos M, Lieberman JA","Neurocognitive effects of clozapine, olanzapine, risperidone, and haloperidol on treatment-resistant patients with schizophrenia and schizoaffective disorder","European Neuropsychopharmacology","2001","11","3","256","","[{'value': '14th Congress of the European College of Neuropsychopharmacology [Congress Information System]: Conifer, Excerpta Medica Medical Communications BV, 2001 P2031#', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Citrome L, Casey DE, Daniel DG, Wozniak P, Kochan LD, Tracy KA","Adjunctive divalproex and hostility among patients with schizoprenia receiving olanzapine or risperidone","Psychiatric Services","2004","55","3","290-4","","[{'value': 'EMBASE 2004111171', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Citrome L, Volavka J, Czobor P, Sheitman B, Lindenmayer J-P, McEvoy J, Cooper TB, Chakos M, Lieberman JA","Effects of clozapine, olanzapine, risperidone, and haloperidol on hostility among patients with schizophrenia","Psychiatric Services","2001","52","11","1510-4","","[{'value': 'CINAHL 2002032396', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Citrome LL, Volavka J, Czobor P, Nolan K, Lieberman JA, Lindenmayer J-P, Sheitman BB","Overt aggression and psychotic symptoms in patients with schizophrenia treated with clozapine, olanzapine, risperidone, or haloperidol","156th Annual Meeting of the American Psychiatric Association; 2003 May 17-22; San Francisco, USA","2003","","","","","[{'value': '[NR221]', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Citrome LL, Volavka J, Czobor P, Sheitman BB, Lindenmayer J-P, McEvoy JP, Lieberman JA","Atypical antipsychotics and hostility in schizophrenia: a double-blind study","154th Annual Meeting of the American Psychiatric Association; 2001 May 5 - 10; New Orleans, USA","2001","","","","","[{'value': '21200321', 'type': 'MEDLINE'}, {'value': 'PMID 11305706', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Citrome LL, Volavka J, Czobor P, Sheitman BB, Lindenmayer J-P, McEvoy JP, Lieberman JA","Atypical antipsychotics and hostility in schizophrenia: a double-blind study","155th Annual Meeting of the American Psychiatric Association; 2002 May 18-23; Philadelphia, PA, USA","2002","","","","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Lindenmayer J-P, Czobor P, Volavka J, Lieberman JA, Citrome LL, Sheitman BB, McEvoy JP","Effects of atypicals on the syndromal profile in treatment-resistant schizophrenia","156th Annual Meeting of the American Psychiatric Association; 2003 May 17-22; San Francisco, USA","2003","","","","","[{'value': '[NR189]', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Lindenmayer J-P, Czobor P, Yolayka J, Lieberman JA, McEvoy JP, Citrome LL, Sheitman BB","Do atypicals change the syndrome profile in treatment-resistant schizophrenia?","154th Annual Meeting of the American Psychiatric Association; 2001 May 5 - 10; New Orleans, USA","2001","","","","","[{'value': '21200321', 'type': 'MEDLINE'}, {'value': 'PMID 11305706', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Lindenmayer J-P, Czobor P, Yolayka J, Lieberman JA, McEvoy JP, Citrome LL, Sheitman BB","Do atypicals change the syndrome profile in treatment-resistant schizophrenia?","155th Annual Meeting of the American Psychiatric Association; 2002 May 18-23; Philadelphia, PA, USA","2002","","","","","[{'value': 'NR265 Tuesday, May 8, 12:00 p.m.-2:00 p.m', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Lindenmayer JP, Czobor P, Volavka J, Citrome L, Sheitman B, McEvoy J, Cooper TB, Chakos M, Lieberman JA","Changes in glucose and cholesterol levels in schizophrenia patients treated with typical and atypical antipsychotics","International Journal of Neuropsychopharmacology","2002","5","Suppl 1","S169","","[{'value': 'P.3.W.045', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Lindenmayer JP, Czobor P, Volavka J, Citrome L, Sheitman B, McEvoy J, Cooper TB","Changes in glucose and cholesterol levels in schizophrenia treated with atypicals","155th Annual Meeting of the American Psychiatric Association; 2002 May 18-23; Philadelphia PA, USA","2002","","","","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Lindenmayer JP, Czobor P, Volavka J, Citrome L, Sheitman B, McEvoy JP, Cooper TB, Chakos M, Lieberman JA","Changes in glucose and cholesterol levels in patients with schizophrenia treated with typical or atypical antipsychotics","American Journal of Psychiatry","2003","2","","290-6","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Lindenmayer JP, Czobor P, Volavka J, Lieberman JA, Citrome LSB, McEvoy JP, Cooper TB, Chakos M","Effects of atypical antipsychotics on the syndromal profile in treatment-resistant schizophrenia","Journal of Clinical Psychiatry","2004","65","4","551-6","","[{'value': '15119920', 'type': 'MEDLINE'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","CONFERENCE_PROC","Mohr P, Volavka J, Lieberman JA, Czobor P, McEnvoy J, Lindenmayer J-P, Citrome L, Sheitman B","Clozapine, olanzapine, risperidone, and haloperidol in refractory schizophrenia","European Psychiatry (Abstracts of 10th Congress of the Association of European Psychiatrists (AEP); 2000 Oct 28 - Nov 1; Prague, Czech Republic )","2000","","Suppl.2","284S","","[{'value': 'LMD164701', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Volavka J, Czobor P, Cooper TB, Sheitman B, Lindenmayer JP, Citrome L, McEvoy JP, Lieberman JA","Prolactin levels in schizophrenia and schizoaffective disorder patients treated with clozapine, olanzapine, risperidone, or haloperidol","Journal of Clinical Psychiatry","2004","65","1","57-61","","[{'value': 'PMID 14744169', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Volavka J, Czobor P, Nolan K, Sheitman B, Lindenmayer JP, Citrome LMJP, Cooper TB, Lieberman JA","Overt aggression and psychotic symptoms in patients with schizophrenia treated with clozapine, olanzapine, risperidone, or haloperidol","Journal of Clinical Psychopharmacology","2004","24","","225-228","","[]"
"../ALL-2015-06/Q-Z/Risperidone versus olanzapine for schizophrenia [v7.0-For publication].rm5","STD-Volavka-2002","PUB","JOURNAL_ARTICLE","Volavka J, Czobor P, Sheitman B, Lindenmayer JP, Citrome L, McEvoy JP, Cooper TB, Chakos M, Lieberman JA","Clozapine, olanzapine, risperidone, and haloperidol in the treatment of patients with chronic schizophrenia and schizoaffective disorder","American Journal of Psychiatry","2002","159","","255-62","","[{'value': 'CSG Number 6025', 'type': 'OTHER'}]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Ai-2007","PUB","JOURNAL_ARTICLE","Ai L","A comparative study of efficacy and safety of seroquel versus chlorpromazine in the treatment of schizophrenia","Heilongjiang Medical Journal","2007","31","4","285","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-AstraZeneca-2005","UNPUB","OTHER","AstraZeneca","A Multicenter, double-blind, randomized, comparison of quetiapine (SEROQUEL®) and chlorpromazine in the treatment of subjects with treatment-resistant schizophrenia","http://www.clinicalstudyresults.org/","2005","","","","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Bai-2005","PUB","JOURNAL_ARTICLE","Bai Y, Jiang K, Wang L","A random chlorpromazine-controlled study of the effects of quetiapine on cognition in schizophrenia","Shanghai Archives of Psychiatry","2005","17","3","151-4","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Cao-2005","PUB","JOURNAL_ARTICLE","Cao D, Xie SP, Chen QB, Yuan YG, Fang Q","Characteristics of the sexual disturbance caused by chlorpromazine, risperidone, quetiapine and olanzapine and their associations with the changes of blood glucose and blood lipids in male patients with schizophrenia","Chinese Journal of Clinical Rehabilitation [Zhongguo Lin Chuang Kang Fu]","2005","9","36","63-8","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Chen-2001","PUB","JOURNAL_ARTICLE","Chen J, Zhao J, Li L","Multi-center, double blind control study of domestic manufactured quetiapine on schizophrenia","Chinese Journal of Psychiatry","2001","34","4","193-6","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Chen-2001","PUB","JOURNAL_ARTICLE","Zhao JP, Chen JD, Chen YG, Shu L, Ma C","A double-blind and double-dummy comparative study of quetiapine and chlorpromazine in the treatment of schizophrenia","Chinese New Drugs Journal","2002","11","2","149-51","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Chen-2007b","PUB","JOURNAL_ARTICLE","Chen F, Chen Y, Zhou B, Cheng F, Liu Y, Zho XW, et al","Quetiapine treatment in schizophrenia curative effect and quality of life","Linchuang Jingshen Yixue Zazhi","2007","17","5","319-20","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Guo-2003","PUB","JOURNAL_ARTICLE","Guo BY, Wang YB","Control studies on efficacy of quetiapine vs chlorpromazine in first - episode schizophrenics","Journal of Clinical Psychosomatic Diseases","2003","9","2","75-7","","[]"
"../ALL-2015-06/Q-Z/Quetiapine versus typical antipsychotic medications for schizophrenia [v2.124-For publication].rm5","STD-vs-CPZ-_x002d_-Guo-2007","PUB","JOURNAL_ARTICLE","Guo J, Cao C, Wu D","Effect of quetiapine and chlorpromazine on cognitive function in first-episode schizophrenic","Chinese Journal of Health Psychology","2007","15","7","583-4","","[]"
