"file","id","modified","result","result_description","rob_name","rob_id","rob_description","group_id","group_name"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Kane-2010","2012-10-28 10:37:18 +0000","UNKNOWN","“Randomized”, no further details provided.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Kane-2010","2013-10-21 16:48:23 +0100","UNKNOWN","""Double-blind"" no further details reported.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Kane-2010","2013-10-21 16:48:29 +0100","UNKNOWN","""Double-blind"", no further details reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Kane-2010","2013-10-22 10:15:01 +0100","YES","""Safety assessments were made using data from the treated population (all patients who received >1 dose of study medication); efﬁcacy analyses were based on data from the intent-to-treat (ITT) population (treated patients who had >1 postbaseline PANSS assessment)""","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Kane-2010","2012-10-28 10:37:43 +0000","NO","Not all pre-specified outcomes were reported fully.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Kane-2010","2012-10-28 10:37:53 +0000","NO","""funded by Schering-Plough Corporation, now Merck & Co, Inc"" ","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Klieser-1989","2012-10-29 10:06:27 +0000","UNKNOWN","""Randomised"" no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Klieser-1989","2012-10-29 10:06:30 +0000","UNKNOWN","No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Klieser-1989","2012-10-29 10:06:27 +0000","UNKNOWN","""Double-blind"" no further details reported.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Klieser-1989","2012-10-29 10:06:27 +0000","UNKNOWN","""Double-blind"" no further details reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Klieser-1989","2012-10-29 10:07:20 +0000","UNKNOWN","Number of losses from each treatment group and reasons for loss to follow-up not reported. ""Fourteen patients left the study on day 3, 19 patients left on day 7, and 6 patients left on day 14"".","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Klieser-1989","2012-10-29 10:06:46 +0000","NO","Not all expected outcomes were reported.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Klieser-1989","2012-10-29 10:06:33 +0000","UNKNOWN","Source of funding not reported.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Marder-1994","2012-10-29 10:08:53 +0000","UNKNOWN","""...randomization was in blocks of 12"" no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Marder-1994","2012-10-29 10:08:55 +0000","UNKNOWN","No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Marder-1994","2013-10-21 16:48:34 +0100","UNKNOWN","""Double-blind"" no further details reported.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Marder-1994","2012-10-29 10:08:57 +0000","UNKNOWN","No information reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Marder-1994","2012-10-29 10:10:05 +0000","NO","""early termination in 53% of the patients...62 % of the placebo patients; and 38% of patients receiving haloperidol...Both observed case and last observation carried forward (or end point) analyses were performed"".","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Marder-1994","2012-10-29 10:09:38 +0000","YES","All expected outcomes are reported.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Marder-1994","2012-10-29 10:10:01 +0000","UNKNOWN","Source of funding from a pharmaceutical company ""Supported by a grant from the Janssen Research Foundation"".","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Meltzer-2004","2012-10-28 09:29:09 +0000","UNKNOWN","“Randomized”, no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Meltzer-2004","2012-10-28 09:29:10 +0000","UNKNOWN"," No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Meltzer-2004","2013-10-21 16:48:47 +0100","UNKNOWN","“Double-blind”, no further details reported.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Meltzer-2004","2013-10-21 16:48:53 +0100","UNKNOWN","“Double-blind”, no further details reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Meltzer-2004","2012-10-29 07:05:02 +0000","NO","Losses to follow-up greater than 50%.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Meltzer-2004","2012-10-28 09:29:30 +0000","YES"," All expected outcomes are reported.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Meltzer-2004","2012-10-28 09:30:00 +0000","NO","Funding sources are pharmaceutical companies, ""Dr. Meltzer has received grant support from and is a consultant to Acadia, AstraZeneca, Eli Lilly, GlaxoSmithKline, Janssen Pharmaceutica, Lundbeck, Novartis, Pfizer, Sanofi-Synthelabo, and Solvay. He is a consultant to Psychiatric Genomics, Precision Med, Pharmacia, and Roche. Drs. Arvanitis and Rein and Ms. Bauer are employees of Sanofi-Synthelabo.""","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-NCT00044044-2002","2012-10-28 08:43:51 +0000","UNKNOWN","“Randomized”, no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-NCT00044044-2002","2012-10-28 08:43:51 +0000","UNKNOWN","“Randomized”, no further details reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-NCT00044044-2002","2012-10-28 08:43:52 +0000","UNKNOWN","The placebo was an ""Oral Capsule matching treatment"" indicating blinding of participants. Further, the study was described as “Double blind”, but there were no further details on blinding of personnel.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-NCT00044044-2002","2012-10-28 08:43:52 +0000","UNKNOWN","“Double blind”, no further details reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-NCT00044044-2002","2013-10-21 11:37:54 +0100","NO","There was a high rate of drop-outs (> 50%).","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-NCT00044044-2002","2012-10-28 08:44:23 +0000","YES","All pre-stated outcomes were reported.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-NCT00044044-2002","2012-10-28 08:44:28 +0000","NO","""Sponsored by: Sumitomo Pharmaceuticals America"" ","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1982","2012-10-29 10:10:40 +0000","UNKNOWN","""Randomly assigned"" no further information reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1982","2012-10-29 10:10:44 +0000","UNKNOWN","No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1982","2012-10-29 10:11:09 +0000","YES","""Double-blind"", ""Drug appearance, with respect to powder colour, taste and volumes, was made identical by adding a kind of stomachics, SMP (Sankyo, Japan).""","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1982","2012-10-29 10:10:40 +0000","UNKNOWN","""Double-blind"" no further details reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1982","2012-10-29 10:11:55 +0000","UNKNOWN","Study does not report which treatment groups the losses to follow-up were from ""Nine patients were dropped from the study for various reasons. The reasons included: failure to report to the hospital for scheduled appointment (N=3); admissions to other hospitals (N=2); strong requests from the patient not to change the previous drug (N=3); and a suicide after admission to the hospital (N=1)"".","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1982","2012-10-29 10:11:03 +0000","NO","Not all expected outcomes were reported.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1982","2012-10-29 10:10:58 +0000","UNKNOWN","Source of funding was not reported.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1984","2012-10-29 10:12:14 +0000","UNKNOWN","""Randomly assigned"" no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1984","2012-10-29 10:12:20 +0000","UNKNOWN","No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1984","2012-10-29 10:13:19 +0000","YES","""Double-blind"", ""Drug appearance, with respect to powder colour, taste and volume, was made identical by gastric aid, SMP (Sankyo, Japan)"".","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1984","2012-10-29 10:12:14 +0000","UNKNOWN","""Double-blind"" no further details reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1984","2012-10-29 10:13:24 +0000","NO","""Among the entire group of 87 patients, 19 patients continued to receive the assigned drugs since they were in remission during the entire year of the trial, while other patients discontinued use of the assigned drugs due to overdose (N=16), relapse (N=48) and drop-out (N=4)"".","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1984","2012-10-29 10:13:26 +0000","NO","Results not reported for placebo group for number of symptom free days and serum prolactin.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Nishikawa-1984","2012-10-29 10:12:17 +0000","UNKNOWN","Source of funding not reported.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Potkin-2008","2012-10-28 09:11:54 +0000","UNKNOWN","“Randomized”, no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Potkin-2008","2012-10-28 09:11:54 +0000","UNKNOWN"," No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Potkin-2008","2013-10-21 16:49:35 +0100","UNKNOWN","“Double-blind”, no further details reported.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Potkin-2008","2013-10-21 16:49:41 +0100","UNKNOWN"," “Double-blind”, no further details reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Potkin-2008","2012-10-29 07:08:12 +0000","NO","Losses to follow-up greater than 50%.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Potkin-2008","2012-10-29 07:08:18 +0000","NO","SDs not reported for PANSS or BPRS.","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Potkin-2008","2012-10-28 09:20:40 +0000","NO","Source of funding from pharmaceutical companies. ""Dr Potkin has received grant funding from Astra- Zeneca, Bioline, Bristol-Myers Squibb, Dainippon-Sumitomo, Elan, Forest Laboratories, Fujisawa Healthcare, Janssen Pharmaceutica, Merck, Novartis, Ono, Organon, Otsuka, Pfizer Inc, Solvay Pharmaceuticals, Roche""","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Selman-1976","2012-10-29 10:20:56 +0000","UNKNOWN","""Randomly assigned"" no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Selman-1976","2012-10-29 10:21:00 +0000","UNKNOWN","No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Selman-1976","2012-10-29 10:23:01 +0000","YES","""A double-blind process was used in which neither patient nor investigator knew what medication was received until after the study was completed"", ""All medication was administered in identically appearing capsules"".","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Selman-1976","2012-10-29 10:22:58 +0000","YES","""A double-blind process was used in which neither patient nor investigator knew what medication was received until after the study was completed"".","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Selman-1976","2012-10-29 10:22:06 +0000","UNKNOWN","Last observation carried forward method used ""Patients who continued beyond the fourth week but did not complete the full 12 weeks were included in the analysis through their final rating period, at either 4 or 8 weeks. These included 29 patients"".","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Selman-1976","2012-10-29 10:22:55 +0000","NO","All pre-stated outcomes were not fully reported (SDs were not reported for the BPRS and NOSIE scales).","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Selman-1976","2012-10-29 10:22:54 +0000","NO","Loxitane (Loxapine succinate) supplied by Lederle Laboratories, Division of America Cyanamid Co, Pearle River, New York, who also supported the study.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Serafetinides-1972","2012-10-29 10:23:22 +0000","UNKNOWN","""Randomly assigned"" no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Serafetinides-1972","2012-10-29 10:23:24 +0000","UNKNOWN","No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Serafetinides-1972","2012-10-29 10:25:10 +0000","YES","""Double-blind"", ""All medications were prepared in identically appearing capsules"".","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Serafetinides-1972","2012-10-29 10:23:26 +0000","UNKNOWN","No information reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Serafetinides-1972","2012-10-29 10:25:15 +0000","YES","""Four of the 57 subjects, three on CPZ, and one on PL, failed to complete the 12 weeks of study. The PL subject and one CPZ subject were terminated because of behavioural deterioration after 4 and 8 weeks respectively. The other two CPZ subjects developed intestinal obstruction and were terminated in the 7th week of study"".","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Serafetinides-1972","2012-10-29 10:25:18 +0000","NO","All pre-stated outcomes were not reported (no data reported for cognitive response, no SDs reported for the BPRS, NOSIE and OBRS scales).","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Serafetinides-1972","2012-10-29 10:25:21 +0000","YES","Study supported in part by US Public Health Service Grant MH 11666 and by National Institute of Mental Health Research Scientist Development Award K135278.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Simpson-1967","2012-10-29 10:46:17 +0000","UNKNOWN","""Randomly assigned"" no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Simpson-1967","2012-10-29 10:46:24 +0000","UNKNOWN","No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Simpson-1967","2013-10-21 16:49:49 +0100","UNKNOWN","""Double-blind""; ""the staff correctly guessed which patients were on active medication in a high percentage of cases"".","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Simpson-1967","2012-10-29 10:47:19 +0000","UNKNOWN","The code was broken at the end of the study.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Simpson-1967","2012-10-29 10:48:59 +0000","UNKNOWN","No details reported.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Simpson-1967","2012-12-04 07:55:16 +0000","NO","All pre-stated outcomes were not fully reported (SDs were not reported for IMPS and PRP).","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Simpson-1967","2013-06-16 12:20:18 +0100","UNKNOWN","""The haloperidol (HALDOL®) used in this study was supplied by McNeil Laboratories. Inc.,"" ","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Spencer-1992","2012-10-29 10:50:11 +0000","UNKNOWN","""Random assignment"" no further details reported.","Random sequence generation (selection bias)","QIT-01","Selection bias (biased allocation to interventions) due to inadequate generation of a randomised sequence","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Spencer-1992","2012-10-29 10:50:19 +0000","UNKNOWN","No information reported.","Allocation concealment (selection bias)","QIT-02","Selection bias (biased allocation to interventions) due to inadequate concealment of allocations prior to assignment","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Spencer-1992","2012-10-29 10:50:11 +0000","UNKNOWN","""Double-blind"" no further details reported.","Blinding of participants and personnel (performance bias)","QIT-07","Performance bias due to knowledge of the allocated interventions by participants and personnel during the study","QIG-07.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Spencer-1992","2012-11-08 13:19:29 +0000","UNKNOWN","""Double-blind"" For CPRS (one of the outcomes scales), the raters were ""all blind to treatment status"", no further details reported.","Blinding of outcome assessment (detection bias)","QIT-08","Detection bias due to knowledge of the allocated interventions by outcome assessors","QIG-08.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Spencer-1992","2012-10-29 10:57:59 +0000","YES","There were no drop-outs.","Incomplete outcome data (attrition bias)","QIT-04","Attrition bias due to amount, nature or handling of incomplete outcome data","QIG-04.01","All outcomes"
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Spencer-1992","2012-10-29 10:50:52 +0000","NO","No SDs reported for CGI, CPRS, BPRS-C. No data reported for adverse events for placebo group. No data reported for cognitive assessments (WISC-R, WPPSI, DICA-R).","Selective reporting (reporting bias)","QIT-05","Reporting bias due to selective outcome reporting","",""
"../ALL-2015-06/G-P/Haloperidol versus placebo for schizophrenia [v13.0-For publication].rm5","STD-Spencer-1992","2012-10-29 10:50:24 +0000","UNKNOWN","Haloperidol and placebo tablets provided by McNeil Pharmaceutical.","Other bias","QIT-06","Bias due to problems not covered elsewhere in the table","",""
